Code	Country	variable	value
666	Saint Pierre and Miquelon	1800	0
840	United States of America	1800	0.0109289
28	Antigua and Barbuda	1800	0
44	Bahamas	1800	0
52	Barbados	1800	0
92	British Virgin Islands	1800	0
136	Cayman Islands	1800	0
192	Cuba	1800	0
212	Dominica	1800	0
214	Dominican Republic	1800	0
308	Grenada	1800	0
312	Guadeloupe	1800	0
332	Haiti	1800	0
388	Jamaica	1800	0
474	Martinique	1800	0
500	Montserrat	1800	0
630	Puerto Rico	1800	0
662	Saint Lucia	1800	0
670	Saint Vincent and the Grenadines	1800	0
780	Trinidad and Tobago	1800	0
84	Belize	1800	0
188	Costa Rica	1800	0
222	El Salvador	1800	0
320	Guatemala	1800	0
340	Honduras	1800	0
484	Mexico	1800	0
558	Nicaragua	1800	0
591	Panama	1800	0
32	Argentina	1800	0
68	Bolivia (Plurinational State of)	1800	0
76	Brazil	1800	0
152	Chile	1800	0
170	Colombia	1800	0
218	Ecuador	1800	0
238	Falkland Islands (Malvinas)	1800	0
254	French Guiana	1800	0
328	Guyana	1800	0
600	Paraguay	1800	0
604	Peru	1800	0
740	Suriname	1800	0
858	Uruguay	1800	0
862	Venezuela (Bolivarian Republic of)	1800	0
36	Australia	1800	0
554	New Zealand	1800	0
242	Fiji	1800	0
540	New Caledonia	1800	0
598	Papua New Guinea	1800	0
90	Solomon Islands	1800	0
548	Vanuatu	1800	0
296	Kiribati	1800	0
584	Marshall Islands	1800	0
520	Nauru	1800	0
585	Palau	1800	0
184	Cook Islands	1800	0
258	French Polynesia	1800	0
570	Niue	1800	0
882	Samoa	1800	0
776	Tonga	1800	0
4	Afghanistan	1800	0
50	Bangladesh	1800	0
64	Bhutan	1800	0
356	India	1800	0
364	Iran (Islamic Republic of)	1800	0
462	Maldives	1800	0
524	Nepal	1800	0
586	Pakistan	1800	0
144	Sri Lanka	1800	0
156	China	1800	0
344	Hong Kong China	1800	0
446	China, Macao Special Administrative Region	1800	0
408	Democratic People's Republic of Korea	1800	0
392	Japan	1800	0
496	Mongolia	1800	0
410	Korea	1800	0
9002	Taiwan	1800	0
96	Brunei Darussalam	1800	0
116	Cambodia	1800	0
360	Indonesia	1800	0
418	Lao People's Democratic Republic	1800	0
458	Malaysia	1800	0
104	Myanmar	1800	0
608	Philippines	1800	0
702	Singapore	1800	0
764	Thailand	1800	0
704	Viet Nam	1800	0
51	Armenia	1800	0
31	Azerbaijan	1800	0
48	Bahrain	1800	0
196	Cyprus	1800	0
268	Georgia	1800	0
368	Iraq	1800	0
376	Israel	1800	0
400	Jordan	1800	0
414	Kuwait	1800	0
422	Lebanon	1800	0
275	Palestinian Authority	1800	0
512	Oman	1800	0
634	Qatar	1800	0
682	Saudi Arabia	1800	0
760	Syrian Arab Republic	1800	0
792	Turkey	1800	0
784	United Arab Emirates	1800	0
887	Yemen	1800	0
398	Kazakhstan	1800	0
417	Kyrgyzstan	1800	0
762	Tajikistan	1800	0
795	Turkmenistan	1800	0
860	Uzbekistan	1800	0
12	Algeria	1800	0
818	Egypt	1800	0
434	Libya	1800	0
504	Morocco	1800	0
788	Tunisia	1800	0
732	Western Sahara	1800	0
204	Benin	1800	0
854	Burkina Faso	1800	0
132	Cape Verde	1800	0
384	Cote d'Ivoire	1800	0
270	Gambia	1800	0
288	Ghana	1800	0
324	Guinea	1800	0
624	Guinea-Bissau	1800	0
430	Liberia	1800	0
466	Mali	1800	0
478	Mauritania	1800	0
562	Niger	1800	0
566	Nigeria	1800	0
654	Saint Helena	1800	0
686	Senegal	1800	0
694	Sierra Leone	1800	0
768	Togo	1800	0
24	Angola	1800	0
120	Cameroon	1800	0
140	Central African Republic	1800	0
148	Chad	1800	0
178	Congo	1800	0
180	Democratic Republic of the Congo	1800	0
226	Equatorial Guinea	1800	0
266	Gabon	1800	0
678	Sao Tome and Principe	1800	0
72	Botswana	1800	0
516	Namibia	1800	0
710	South Africa	1800	0
748	Swaziland	1800	0
108	Burundi	1800	0
174	Comoros	1800	0
262	Djibouti	1800	0
232	Eritrea	1800	0
404	Kenya	1800	0
450	Madagascar	1800	0
454	Malawi	1800	0
480	Mauritius	1800	0
508	Mozambique	1800	0
638	R_union	1800	0
646	Rwanda	1800	0
690	Seychelles	1800	0
706	Somalia	1800	0
800	Uganda	1800	0
834	United Republic of Tanzania	1800	0
894	Zambia	1800	0
716	Zimbabwe	1800	0
40	Austria	1810	0
56	Belgium	1810	0
250	France	1810	0.0193894
276	Germany	1810	0.0111771
442	Luxembourg	1810	0
528	Netherlands	1810	0
756	Switzerland	1810	0
208	Denmark	1810	0
233	Estonia	1810	0
234	Faeroe Islands	1810	0
246	Finland	1810	0
352	Iceland	1810	0
372	Ireland	1810	0
428	Latvia	1810	0
440	Lithuania	1810	0
578	Norway	1810	0
752	Sweden	1810	0
826	United Kingdom	1810	0.753026
8	Albania	1810	0
20	Andorra	1810	0
70	Bosnia and Herzegovina	1810	0
191	Croatia	1810	0
292	Gibraltar	1810	0
300	Greece	1810	0
380	Italy	1810	0
470	Malta	1810	0
620	Portugal	1810	0
705	Slovenia	1810	0
724	Spain	1810	0
112	Belarus	1810	0
100	Bulgaria	1810	0
203	Czech Republic	1810	0
348	Hungary	1810	0
616	Poland	1810	0.0155716
498	Republic of Moldova	1810	0
642	Romania	1810	0
643	Russian Federation	1810	0
703	Slovakia	1810	0
804	Ukraine	1810	0
60	Bermuda	1810	0
124	Canada	1810	0.00087139
304	Greenland	1810	0
666	Saint Pierre and Miquelon	1810	0
840	United States of America	1810	0.0139442
28	Antigua and Barbuda	1810	0
44	Bahamas	1810	0
52	Barbados	1810	0
92	British Virgin Islands	1810	0
136	Cayman Islands	1810	0
192	Cuba	1810	0
212	Dominica	1810	0
214	Dominican Republic	1810	0
308	Grenada	1810	0
312	Guadeloupe	1810	0
332	Haiti	1810	0
388	Jamaica	1810	0
474	Martinique	1810	0
500	Montserrat	1810	0
630	Puerto Rico	1810	0
662	Saint Lucia	1810	0
670	Saint Vincent and the Grenadines	1810	0
780	Trinidad and Tobago	1810	0
84	Belize	1810	0
188	Costa Rica	1810	0
222	El Salvador	1810	0
320	Guatemala	1810	0
340	Honduras	1810	0
484	Mexico	1810	0
558	Nicaragua	1810	0
591	Panama	1810	0
32	Argentina	1810	0
68	Bolivia (Plurinational State of)	1810	0
76	Brazil	1810	0
152	Chile	1810	0
170	Colombia	1810	0
218	Ecuador	1810	0
238	Falkland Islands (Malvinas)	1810	0
254	French Guiana	1810	0
328	Guyana	1810	0
600	Paraguay	1810	0
604	Peru	1810	0
740	Suriname	1810	0
858	Uruguay	1810	0
862	Venezuela (Bolivarian Republic of)	1810	0
36	Australia	1810	0
554	New Zealand	1810	0
242	Fiji	1810	0
540	New Caledonia	1810	0
598	Papua New Guinea	1810	0
90	Solomon Islands	1810	0
548	Vanuatu	1810	0
296	Kiribati	1810	0
584	Marshall Islands	1810	0
520	Nauru	1810	0
585	Palau	1810	0
184	Cook Islands	1810	0
258	French Polynesia	1810	0
570	Niue	1810	0
882	Samoa	1810	0
776	Tonga	1810	0
4	Afghanistan	1810	0
50	Bangladesh	1810	0
64	Bhutan	1810	0
356	India	1810	0
364	Iran (Islamic Republic of)	1810	0
462	Maldives	1810	0
524	Nepal	1810	0
586	Pakistan	1810	0
144	Sri Lanka	1810	0
156	China	1810	0
344	Hong Kong China	1810	0
446	China, Macao Special Administrative Region	1810	0
408	Democratic People's Republic of Korea	1810	0
392	Japan	1810	0
496	Mongolia	1810	0
410	Korea	1810	0
9002	Taiwan	1810	0
96	Brunei Darussalam	1810	0
116	Cambodia	1810	0
360	Indonesia	1810	0
418	Lao People's Democratic Republic	1810	0
458	Malaysia	1810	0
104	Myanmar	1810	0
608	Philippines	1810	0
702	Singapore	1810	0
764	Thailand	1810	0
704	Viet Nam	1810	0
51	Armenia	1810	0
31	Azerbaijan	1810	0
48	Bahrain	1810	0
196	Cyprus	1810	0
268	Georgia	1810	0
368	Iraq	1810	0
376	Israel	1810	0
400	Jordan	1810	0
414	Kuwait	1810	0
422	Lebanon	1810	0
275	Palestinian Authority	1810	0
512	Oman	1810	0
634	Qatar	1810	0
682	Saudi Arabia	1810	0
760	Syrian Arab Republic	1810	0
792	Turkey	1810	0
784	United Arab Emirates	1810	0
887	Yemen	1810	0
398	Kazakhstan	1810	0
417	Kyrgyzstan	1810	0
762	Tajikistan	1810	0
795	Turkmenistan	1810	0
860	Uzbekistan	1810	0
12	Algeria	1810	0
818	Egypt	1810	0
434	Libya	1810	0
504	Morocco	1810	0
788	Tunisia	1810	0
732	Western Sahara	1810	0
204	Benin	1810	0
854	Burkina Faso	1810	0
132	Cape Verde	1810	0
384	Cote d'Ivoire	1810	0
270	Gambia	1810	0
288	Ghana	1810	0
324	Guinea	1810	0
624	Guinea-Bissau	1810	0
430	Liberia	1810	0
466	Mali	1810	0
478	Mauritania	1810	0
562	Niger	1810	0
566	Nigeria	1810	0
654	Saint Helena	1810	0
686	Senegal	1810	0
694	Sierra Leone	1810	0
768	Togo	1810	0
24	Angola	1810	0
120	Cameroon	1810	0
140	Central African Republic	1810	0
148	Chad	1810	0
178	Congo	1810	0
180	Democratic Republic of the Congo	1810	0
226	Equatorial Guinea	1810	0
266	Gabon	1810	0
678	Sao Tome and Principe	1810	0
72	Botswana	1810	0
516	Namibia	1810	0
710	South Africa	1810	0
748	Swaziland	1810	0
108	Burundi	1810	0
174	Comoros	1810	0
262	Djibouti	1810	0
232	Eritrea	1810	0
404	Kenya	1810	0
450	Madagascar	1810	0
454	Malawi	1810	0
480	Mauritius	1810	0
508	Mozambique	1810	0
638	R_union	1810	0
646	Rwanda	1810	0
690	Seychelles	1810	0
706	Somalia	1810	0
800	Uganda	1810	0
834	United Republic of Tanzania	1810	0
894	Zambia	1810	0
716	Zimbabwe	1810	0
40	Austria	1820	0.0285426
56	Belgium	1820	0
250	France	1820	0.0250671
276	Germany	1820	0.0370608
442	Luxembourg	1820	0
528	Netherlands	1820	0
756	Switzerland	1820	0
208	Denmark	1820	0
233	Estonia	1820	0
234	Faeroe Islands	1820	0
246	Finland	1820	0
352	Iceland	1820	0
372	Ireland	1820	0
428	Latvia	1820	0
440	Lithuania	1820	0
578	Norway	1820	0
752	Sweden	1820	0
826	United Kingdom	1820	0.75966
8	Albania	1820	0
20	Andorra	1820	0
70	Bosnia and Herzegovina	1820	0
191	Croatia	1820	0
292	Gibraltar	1820	0
300	Greece	1820	0
380	Italy	1820	0
470	Malta	1820	0
620	Portugal	1820	0
705	Slovenia	1820	0
724	Spain	1820	0
112	Belarus	1820	0
100	Bulgaria	1820	0
203	Czech Republic	1820	0
348	Hungary	1820	0
616	Poland	1820	0.0195627
498	Republic of Moldova	1820	0
642	Romania	1820	0
643	Russian Federation	1820	0
703	Slovakia	1820	0
804	Ukraine	1820	0
60	Bermuda	1820	0
124	Canada	1820	0.000727206
304	Greenland	1820	0
666	Saint Pierre and Miquelon	1820	0
840	United States of America	1820	0.0203804
28	Antigua and Barbuda	1820	0
44	Bahamas	1820	0
52	Barbados	1820	0
92	British Virgin Islands	1820	0
136	Cayman Islands	1820	0
192	Cuba	1820	0
212	Dominica	1820	0
214	Dominican Republic	1820	0
308	Grenada	1820	0
312	Guadeloupe	1820	0
332	Haiti	1820	0
388	Jamaica	1820	0
474	Martinique	1820	0
500	Montserrat	1820	0
630	Puerto Rico	1820	0
662	Saint Lucia	1820	0
670	Saint Vincent and the Grenadines	1820	0
780	Trinidad and Tobago	1820	0
84	Belize	1820	0
188	Costa Rica	1820	0
222	El Salvador	1820	0
320	Guatemala	1820	0
340	Honduras	1820	0
484	Mexico	1820	0
558	Nicaragua	1820	0
591	Panama	1820	0
32	Argentina	1820	0
68	Bolivia (Plurinational State of)	1820	0
76	Brazil	1820	0
152	Chile	1820	0
170	Colombia	1820	0
218	Ecuador	1820	0
238	Falkland Islands (Malvinas)	1820	0
254	French Guiana	1820	0
328	Guyana	1820	0
600	Paraguay	1820	0
604	Peru	1820	0
740	Suriname	1820	0
858	Uruguay	1820	0
862	Venezuela (Bolivarian Republic of)	1820	0
36	Australia	1820	0
554	New Zealand	1820	0
242	Fiji	1820	0
540	New Caledonia	1820	0
598	Papua New Guinea	1820	0
90	Solomon Islands	1820	0
548	Vanuatu	1820	0
296	Kiribati	1820	0
584	Marshall Islands	1820	0
520	Nauru	1820	0
585	Palau	1820	0
184	Cook Islands	1820	0
258	French Polynesia	1820	0
570	Niue	1820	0
882	Samoa	1820	0
776	Tonga	1820	0
4	Afghanistan	1820	0
50	Bangladesh	1820	0
64	Bhutan	1820	0
356	India	1820	0
364	Iran (Islamic Republic of)	1820	0
462	Maldives	1820	0
524	Nepal	1820	0
586	Pakistan	1820	0
144	Sri Lanka	1820	0
156	China	1820	0
344	Hong Kong China	1820	0
446	China, Macao Special Administrative Region	1820	0
408	Democratic People's Republic of Korea	1820	0
392	Japan	1820	0
496	Mongolia	1820	0
410	Korea	1820	0
9002	Taiwan	1820	0
96	Brunei Darussalam	1820	0
116	Cambodia	1820	0
360	Indonesia	1820	0
418	Lao People's Democratic Republic	1820	0
458	Malaysia	1820	0
104	Myanmar	1820	0
608	Philippines	1820	0
702	Singapore	1820	0
764	Thailand	1820	0
704	Viet Nam	1820	0
51	Armenia	1820	0
31	Azerbaijan	1820	0
48	Bahrain	1820	0
196	Cyprus	1820	0
268	Georgia	1820	0
368	Iraq	1820	0
376	Israel	1820	0
400	Jordan	1820	0
414	Kuwait	1820	0
422	Lebanon	1820	0
275	Palestinian Authority	1820	0
512	Oman	1820	0
634	Qatar	1820	0
682	Saudi Arabia	1820	0
760	Syrian Arab Republic	1820	0
792	Turkey	1820	0
784	United Arab Emirates	1820	0
887	Yemen	1820	0
398	Kazakhstan	1820	0
417	Kyrgyzstan	1820	0
762	Tajikistan	1820	0
795	Turkmenistan	1820	0
860	Uzbekistan	1820	0
12	Algeria	1820	0
818	Egypt	1820	0
434	Libya	1820	0
504	Morocco	1820	0
788	Tunisia	1820	0
732	Western Sahara	1820	0
204	Benin	1820	0
854	Burkina Faso	1820	0
132	Cape Verde	1820	0
384	Cote d'Ivoire	1820	0
270	Gambia	1820	0
288	Ghana	1820	0
324	Guinea	1820	0
624	Guinea-Bissau	1820	0
430	Liberia	1820	0
466	Mali	1820	0
478	Mauritania	1820	0
562	Niger	1820	0
566	Nigeria	1820	0
654	Saint Helena	1820	0
686	Senegal	1820	0
694	Sierra Leone	1820	0
768	Togo	1820	0
24	Angola	1820	0
120	Cameroon	1820	0
140	Central African Republic	1820	0
148	Chad	1820	0
178	Congo	1820	0
180	Democratic Republic of the Congo	1820	0
226	Equatorial Guinea	1820	0
266	Gabon	1820	0
678	Sao Tome and Principe	1820	0
72	Botswana	1820	0
516	Namibia	1820	0
710	South Africa	1820	0
748	Swaziland	1820	0
108	Burundi	1820	0
174	Comoros	1820	0
262	Djibouti	1820	0
232	Eritrea	1820	0
404	Kenya	1820	0
450	Madagascar	1820	0
454	Malawi	1820	0
480	Mauritius	1820	0
508	Mozambique	1820	0
638	R_union	1820	0
646	Rwanda	1820	0
690	Seychelles	1820	0
706	Somalia	1820	0
800	Uganda	1820	0
834	United Republic of Tanzania	1820	0
894	Zambia	1820	0
716	Zimbabwe	1820	0
40	Austria	1830	0.038832
56	Belgium	1830	0.416701
250	France	1830	0.0544017
276	Germany	1830	0.0466393
442	Luxembourg	1830	0
528	Netherlands	1830	0
756	Switzerland	1830	0
208	Denmark	1830	0
233	Estonia	1830	0
234	Faeroe Islands	1830	0
246	Finland	1830	0
352	Iceland	1830	0
372	Ireland	1830	0
428	Latvia	1830	0
440	Lithuania	1830	0
578	Norway	1830	0.00181709
752	Sweden	1830	0
826	United Kingdom	1830	1.05624
8	Albania	1830	0
20	Andorra	1830	0
70	Bosnia and Herzegovina	1830	0
191	Croatia	1830	0
292	Gibraltar	1830	0
300	Greece	1830	0
380	Italy	1830	0
470	Malta	1830	0
620	Portugal	1830	0
705	Slovenia	1830	0
724	Spain	1830	7.66812e-05
112	Belarus	1830	5.91138e-05
100	Bulgaria	1830	0
203	Czech Republic	1830	0
348	Hungary	1830	0.00796818
616	Poland	1830	0.024375
498	Republic of Moldova	1830	2.46544e-05
642	Romania	1830	0
643	Russian Federation	1830	0.000122201
703	Slovakia	1830	0
804	Ukraine	1830	0.000110039
60	Bermuda	1830	0
124	Canada	1830	0.000605509
304	Greenland	1830	0
666	Saint Pierre and Miquelon	1830	0
840	United States of America	1830	0.0411898
28	Antigua and Barbuda	1830	0
44	Bahamas	1830	0
52	Barbados	1830	0
92	British Virgin Islands	1830	0
136	Cayman Islands	1830	0
192	Cuba	1830	0
212	Dominica	1830	0
214	Dominican Republic	1830	0
308	Grenada	1830	0
312	Guadeloupe	1830	0
332	Haiti	1830	0
388	Jamaica	1830	0
474	Martinique	1830	0
500	Montserrat	1830	0
630	Puerto Rico	1830	0
662	Saint Lucia	1830	0
670	Saint Vincent and the Grenadines	1830	0
780	Trinidad and Tobago	1830	0
84	Belize	1830	0
188	Costa Rica	1830	0
222	El Salvador	1830	0
320	Guatemala	1830	0
340	Honduras	1830	0
484	Mexico	1830	0
558	Nicaragua	1830	0
591	Panama	1830	0
32	Argentina	1830	0
68	Bolivia (Plurinational State of)	1830	0
76	Brazil	1830	0
152	Chile	1830	0
170	Colombia	1830	0
218	Ecuador	1830	0
238	Falkland Islands (Malvinas)	1830	0
254	French Guiana	1830	0
328	Guyana	1830	0
600	Paraguay	1830	0
604	Peru	1830	0
740	Suriname	1830	0
858	Uruguay	1830	0
862	Venezuela (Bolivarian Republic of)	1830	0
36	Australia	1830	0
554	New Zealand	1830	0
242	Fiji	1830	0
540	New Caledonia	1830	0
598	Papua New Guinea	1830	0
90	Solomon Islands	1830	0
548	Vanuatu	1830	0
296	Kiribati	1830	0
584	Marshall Islands	1830	0
520	Nauru	1830	0
585	Palau	1830	0
184	Cook Islands	1830	0
258	French Polynesia	1830	0
570	Niue	1830	0
882	Samoa	1830	0
776	Tonga	1830	0
4	Afghanistan	1830	0
50	Bangladesh	1830	0
64	Bhutan	1830	0
356	India	1830	0
364	Iran (Islamic Republic of)	1830	0
462	Maldives	1830	0
524	Nepal	1830	0
586	Pakistan	1830	0
144	Sri Lanka	1830	0
156	China	1830	0
344	Hong Kong China	1830	0
446	China, Macao Special Administrative Region	1830	0
408	Democratic People's Republic of Korea	1830	0
392	Japan	1830	0
496	Mongolia	1830	0
410	Korea	1830	0
9002	Taiwan	1830	0
96	Brunei Darussalam	1830	0
116	Cambodia	1830	0
360	Indonesia	1830	0
418	Lao People's Democratic Republic	1830	0
458	Malaysia	1830	0
104	Myanmar	1830	0
608	Philippines	1830	0
702	Singapore	1830	0
764	Thailand	1830	0
704	Viet Nam	1830	0
51	Armenia	1830	1.13294e-05
31	Azerbaijan	1830	6.7266e-05
48	Bahrain	1830	0
196	Cyprus	1830	0
268	Georgia	1830	2.11995e-05
368	Iraq	1830	0
376	Israel	1830	0
400	Jordan	1830	0
414	Kuwait	1830	0
422	Lebanon	1830	0
275	Palestinian Authority	1830	0
512	Oman	1830	0
634	Qatar	1830	0
682	Saudi Arabia	1830	0
760	Syrian Arab Republic	1830	0
792	Turkey	1830	0
784	United Arab Emirates	1830	0
887	Yemen	1830	0
398	Kazakhstan	1830	0.000310527
417	Kyrgyzstan	1830	2.24818e-05
762	Tajikistan	1830	4.75923e-05
795	Turkmenistan	1830	8.20483e-05
860	Uzbekistan	1830	6.14615e-05
12	Algeria	1830	0
818	Egypt	1830	0
434	Libya	1830	0
504	Morocco	1830	0
788	Tunisia	1830	0
732	Western Sahara	1830	0
204	Benin	1830	0
854	Burkina Faso	1830	0
132	Cape Verde	1830	0
384	Cote d'Ivoire	1830	0
270	Gambia	1830	0
288	Ghana	1830	0
324	Guinea	1830	0
624	Guinea-Bissau	1830	0
430	Liberia	1830	0
466	Mali	1830	0
478	Mauritania	1830	0
562	Niger	1830	0
566	Nigeria	1830	0
654	Saint Helena	1830	0
686	Senegal	1830	0
694	Sierra Leone	1830	0
768	Togo	1830	0
24	Angola	1830	0
120	Cameroon	1830	0
140	Central African Republic	1830	0
148	Chad	1830	0
178	Congo	1830	0
180	Democratic Republic of the Congo	1830	0
226	Equatorial Guinea	1830	0
266	Gabon	1830	0
678	Sao Tome and Principe	1830	0
72	Botswana	1830	0
516	Namibia	1830	0
710	South Africa	1830	0
748	Swaziland	1830	0
108	Burundi	1830	0
174	Comoros	1830	0
262	Djibouti	1830	0
232	Eritrea	1830	0
404	Kenya	1830	0
450	Madagascar	1830	0
454	Malawi	1830	0
480	Mauritius	1830	0
508	Mozambique	1830	0
638	R_union	1830	0
646	Rwanda	1830	0
690	Seychelles	1830	0
706	Somalia	1830	0
800	Uganda	1830	0
834	United Republic of Tanzania	1830	0
894	Zambia	1830	0
716	Zimbabwe	1830	0
40	Austria	1840	0.0874052
56	Belgium	1840	0.51538
250	France	1840	0.0932825
276	Germany	1840	0.0804472
442	Luxembourg	1840	0
528	Netherlands	1840	0
756	Switzerland	1840	0
208	Denmark	1840	0
233	Estonia	1840	0
234	Faeroe Islands	1840	0
246	Finland	1840	0
352	Iceland	1840	0
372	Ireland	1840	0
428	Latvia	1840	0
440	Lithuania	1840	0
578	Norway	1840	0.00968406
752	Sweden	1840	0.0040146
826	United Kingdom	1840	1.04485
8	Albania	1840	0
20	Andorra	1840	0
70	Bosnia and Herzegovina	1840	0
191	Croatia	1840	0
292	Gibraltar	1840	0
300	Greece	1840	0
380	Italy	1840	0
470	Malta	1840	0
620	Portugal	1840	0
705	Slovenia	1840	0
724	Spain	1840	0.000768042
112	Belarus	1840	5.91138e-05
100	Bulgaria	1840	0
203	Czech Republic	1840	0
348	Hungary	1840	0.00852915
616	Poland	1840	0.04475
498	Republic of Moldova	1840	2.46544e-05
642	Romania	1840	0
643	Russian Federation	1840	0.000122201
703	Slovakia	1840	0
804	Ukraine	1840	0.000110039
60	Bermuda	1840	0
124	Canada	1840	0.000503062
304	Greenland	1840	0
666	Saint Pierre and Miquelon	1840	0
840	United States of America	1840	0.0889828
28	Antigua and Barbuda	1840	0
44	Bahamas	1840	0
52	Barbados	1840	0
92	British Virgin Islands	1840	0
136	Cayman Islands	1840	0
192	Cuba	1840	0
212	Dominica	1840	0
214	Dominican Republic	1840	0
308	Grenada	1840	0
312	Guadeloupe	1840	0
332	Haiti	1840	0
388	Jamaica	1840	0
474	Martinique	1840	0
500	Montserrat	1840	0
630	Puerto Rico	1840	0
662	Saint Lucia	1840	0
670	Saint Vincent and the Grenadines	1840	0
780	Trinidad and Tobago	1840	0
84	Belize	1840	0
188	Costa Rica	1840	0
222	El Salvador	1840	0
320	Guatemala	1840	0
340	Honduras	1840	0
484	Mexico	1840	0
558	Nicaragua	1840	0
591	Panama	1840	0
32	Argentina	1840	0
68	Bolivia (Plurinational State of)	1840	0
76	Brazil	1840	0
152	Chile	1840	0
170	Colombia	1840	0
218	Ecuador	1840	0
238	Falkland Islands (Malvinas)	1840	0
254	French Guiana	1840	0
328	Guyana	1840	0
600	Paraguay	1840	0
604	Peru	1840	0
740	Suriname	1840	0
858	Uruguay	1840	0
862	Venezuela (Bolivarian Republic of)	1840	0
36	Australia	1840	0
554	New Zealand	1840	0
242	Fiji	1840	0
540	New Caledonia	1840	0
598	Papua New Guinea	1840	0
90	Solomon Islands	1840	0
548	Vanuatu	1840	0
296	Kiribati	1840	0
584	Marshall Islands	1840	0
520	Nauru	1840	0
585	Palau	1840	0
184	Cook Islands	1840	0
258	French Polynesia	1840	0
570	Niue	1840	0
882	Samoa	1840	0
776	Tonga	1840	0
4	Afghanistan	1840	0
50	Bangladesh	1840	0
64	Bhutan	1840	0
356	India	1840	0
364	Iran (Islamic Republic of)	1840	0
462	Maldives	1840	0
524	Nepal	1840	0
586	Pakistan	1840	0
144	Sri Lanka	1840	0
156	China	1840	0
344	Hong Kong China	1840	0
446	China, Macao Special Administrative Region	1840	0
408	Democratic People's Republic of Korea	1840	0
392	Japan	1840	0
496	Mongolia	1840	0
410	Korea	1840	0
9002	Taiwan	1840	0
96	Brunei Darussalam	1840	0
116	Cambodia	1840	0
360	Indonesia	1840	0
418	Lao People's Democratic Republic	1840	0
458	Malaysia	1840	0
104	Myanmar	1840	0
608	Philippines	1840	0
702	Singapore	1840	0
764	Thailand	1840	0
704	Viet Nam	1840	0
51	Armenia	1840	1.13294e-05
31	Azerbaijan	1840	6.7266e-05
48	Bahrain	1840	0
196	Cyprus	1840	0
268	Georgia	1840	2.11995e-05
368	Iraq	1840	0
376	Israel	1840	0
400	Jordan	1840	0
414	Kuwait	1840	0
422	Lebanon	1840	0
275	Palestinian Authority	1840	0
512	Oman	1840	0
634	Qatar	1840	0
682	Saudi Arabia	1840	0
760	Syrian Arab Republic	1840	0
792	Turkey	1840	0
784	United Arab Emirates	1840	0
887	Yemen	1840	0
398	Kazakhstan	1840	0.000310527
417	Kyrgyzstan	1840	2.24818e-05
762	Tajikistan	1840	4.75923e-05
795	Turkmenistan	1840	8.20483e-05
860	Uzbekistan	1840	6.14615e-05
12	Algeria	1840	0
818	Egypt	1840	0
434	Libya	1840	0
504	Morocco	1840	0
788	Tunisia	1840	0
732	Western Sahara	1840	0
204	Benin	1840	0
854	Burkina Faso	1840	0
132	Cape Verde	1840	0
384	Cote d'Ivoire	1840	0
270	Gambia	1840	0
288	Ghana	1840	0
324	Guinea	1840	0
624	Guinea-Bissau	1840	0
430	Liberia	1840	0
466	Mali	1840	0
478	Mauritania	1840	0
562	Niger	1840	0
566	Nigeria	1840	0
654	Saint Helena	1840	0
686	Senegal	1840	0
694	Sierra Leone	1840	0
768	Togo	1840	0
24	Angola	1840	0
120	Cameroon	1840	0
140	Central African Republic	1840	0
148	Chad	1840	0
178	Congo	1840	0
180	Democratic Republic of the Congo	1840	0
226	Equatorial Guinea	1840	0
266	Gabon	1840	0
678	Sao Tome and Principe	1840	0
72	Botswana	1840	0
516	Namibia	1840	0
710	South Africa	1840	0
748	Swaziland	1840	0
108	Burundi	1840	0
174	Comoros	1840	0
262	Djibouti	1840	0
232	Eritrea	1840	0
404	Kenya	1840	0
450	Madagascar	1840	0
454	Malawi	1840	0
480	Mauritius	1840	0
508	Mozambique	1840	0
638	R_union	1840	0
646	Rwanda	1840	0
690	Seychelles	1840	0
706	Somalia	1840	0
800	Uganda	1840	0
834	United Republic of Tanzania	1840	0
894	Zambia	1840	0
716	Zimbabwe	1840	0
40	Austria	1850	0.163675
56	Belgium	1850	0.581069
250	France	1850	0.148095
276	Germany	1850	0.122444
442	Luxembourg	1850	0
528	Netherlands	1850	0.277886
756	Switzerland	1850	0
208	Denmark	1850	0.0620414
233	Estonia	1850	0
234	Faeroe Islands	1850	0
246	Finland	1850	0
352	Iceland	1850	0
372	Ireland	1850	0.0157022
428	Latvia	1850	0
440	Lithuania	1850	0
578	Norway	1850	0.0269666
752	Sweden	1850	0.018104
826	United Kingdom	1850	1.50802
8	Albania	1850	0
20	Andorra	1850	0
70	Bosnia and Herzegovina	1850	0
191	Croatia	1850	0
292	Gibraltar	1850	0
300	Greece	1850	0
380	Italy	1850	0
470	Malta	1850	0
620	Portugal	1850	0
705	Slovenia	1850	0
724	Spain	1850	0.00949634
112	Belarus	1850	5.91138e-05
100	Bulgaria	1850	0
203	Czech Republic	1850	0
348	Hungary	1850	0.00852915
616	Poland	1850	0.0672308
498	Republic of Moldova	1850	2.46544e-05
642	Romania	1850	0
643	Russian Federation	1850	0.000122201
703	Slovakia	1850	0
804	Ukraine	1850	0.000110039
60	Bermuda	1850	0
124	Canada	1850	0.00667278
304	Greenland	1850	0
666	Saint Pierre and Miquelon	1850	0
840	United States of America	1850	0.227063
28	Antigua and Barbuda	1850	0
44	Bahamas	1850	0
52	Barbados	1850	0
